Date,Open Order,Project Code,Project Name,Inch,Thickness,Weight,Total Order Bars,Total Order Weight (kg),Support Item,Final Quantity (Total Requests for Support Items in Field Operations)
2024-09-03,ORD-00308,PRJ-0004,Marine Pipeline Project,2 inches,34.0 mm,0.01 tons,17,680,Cutting Blade,95
2024-09-03,ORD-00143,PRJ-0008,Building Construction,1/2 inch,17.5 mm,0.02 tons,14,574,Welding Rod,38
2024-09-03,ORD-00261,PRJ-0008,Building Construction,6 inches,17.5 mm,0.05 tons,14,378,Clamps,94
2024-09-04,ORD-00332,PRJ-0005,Irrigation System,4 inches,25.0 mm,0.03 tons,8,120,Grease Cartridge,28
2024-09-05,ORD-00288,PRJ-0004,Marine Pipeline Project,2 inches,7.9 mm,0.05 tons,6,294,Measuring Tape,46
2024-09-05,ORD-00138,PRJ-0001,Oil & Gas Exploration,4 inches,6.0 mm,0.04 tons,12,456,Grinding Wheel,92
2024-09-06,ORD-00229,PRJ-0008,Building Construction,1 inch,25.0 mm,0.05 tons,3,30,Electrical Wires,72
2024-09-06,ORD-00014,PRJ-0003,Power Plant Cooling System,10 inches,34.0 mm,0.02 tons,5,240,Lubricant Spray,21
2024-09-06,ORD-00333,PRJ-0006,Industrial Plant Construction,8 inches,1.3 mm,0.04 tons,19,190,Drill Bits,49
2024-09-06,ORD-00228,PRJ-0006,Industrial Plant Construction,1 inch,12.0 mm,0.05 tons,10,460,Electrical Wires,60
2024-09-06,ORD-00338,PRJ-0010,Energy Plant Retrofit,1/2 inch,7.9 mm,0.03 tons,1,21,Welding Rod,15
2024-09-07,ORD-00251,PRJ-0010,Energy Plant Retrofit,8 inches,34.0 mm,0.05 tons,18,306,Pipe Coating Material,21
2024-09-07,ORD-00320,PRJ-0008,Building Construction,10 inches,12.0 mm,0.04 tons,8,144,Electrical Wires,10
2024-09-08,ORD-00147,PRJ-0003,Power Plant Cooling System,1 inch,25.0 mm,0.04 tons,18,558,Replacement Belts,18
2024-09-08,ORD-00128,PRJ-0004,Marine Pipeline Project,2 inches,17.5 mm,0.03 tons,8,192,Safety Gloves,58
2024-09-08,ORD-00027,PRJ-0005,Irrigation System,1/2 inch,6.0 mm,0.01 tons,16,192,Pipe Coating Material,30
2024-09-08,ORD-00229,PRJ-0008,Building Construction,6 inches,6.0 mm,0.05 tons,3,30,Electrical Wires,72
2024-09-08,ORD-00269,PRJ-0006,Industrial Plant Construction,1 inch,6.0 mm,0.02 tons,1,14,Clamps,88
2024-09-09,ORD-00017,PRJ-0008,Building Construction,2 inches,1.3 mm,0.02 tons,13,390,Safety Goggles,67
2024-09-09,ORD-00216,PRJ-0002,Pipeline Installation,12 inches,7.9 mm,0.02 tons,15,270,Clamps,13
2024-09-09,ORD-00238,PRJ-0002,Pipeline Installation,6 inches,12.0 mm,0.01 tons,7,273,Coolant,26
2024-09-10,ORD-00151,PRJ-0003,Power Plant Cooling System,8 inches,34.0 mm,0.04 tons,4,92,Lubricant Spray,92
2024-09-10,ORD-00123,PRJ-0010,Energy Plant Retrofit,24 inches,12.0 mm,0.02 tons,17,748,Cutting Blade,62
2024-09-10,ORD-00233,PRJ-0008,Building Construction,4 inches,1.3 mm,0.05 tons,18,720,Grease Cartridge,10
2024-09-11,ORD-00167,PRJ-0006,Industrial Plant Construction,4 inches,1.3 mm,0.03 tons,2,48,Welding Rod,59
2024-09-11,ORD-00181,PRJ-0006,Industrial Plant Construction,12 inches,7.9 mm,0.05 tons,3,96,Lubricant Spray,38
2024-09-12,ORD-00046,PRJ-0006,Industrial Plant Construction,1/2 inch,17.5 mm,0.02 tons,19,437,Replacement Belts,34
2024-09-13,ORD-00035,PRJ-0002,Pipeline Installation,10 inches,7.9 mm,0.04 tons,7,308,Machine Bearings,79
2024-09-13,ORD-00028,PRJ-0001,Oil & Gas Exploration,10 inches,25.0 mm,0.02 tons,7,217,Replacement Belts,98
2024-09-13,ORD-00127,PRJ-0005,Irrigation System,24 inches,12.0 mm,0.01 tons,6,288,Clamps,67
2024-09-13,ORD-00221,PRJ-0010,Energy Plant Retrofit,10 inches,7.9 mm,0.05 tons,8,304,Grinding Wheel,81
2024-09-13,ORD-00083,PRJ-0010,Energy Plant Retrofit,1/2 inch,25.0 mm,0.02 tons,2,32,Lubricant Spray,69
2024-09-14,ORD-00192,PRJ-0009,Infrastructure Development,6 inches,12.0 mm,0.02 tons,3,63,Electrical Wires,25
2024-09-14,ORD-00039,PRJ-0007,Water Distribution Network,24 inches,17.5 mm,0.03 tons,11,506,Replacement Belts,45
2024-09-15,ORD-00058,PRJ-0008,Building Construction,4 inches,1.3 mm,0.02 tons,8,392,Safety Gloves,71
2024-09-15,ORD-00010,PRJ-0003,Power Plant Cooling System,24 inches,7.9 mm,0.05 tons,8,144,Grease Cartridge,51
2024-09-15,ORD-00068,PRJ-0005,Irrigation System,8 inches,6.0 mm,0.04 tons,18,630,Safety Gloves,20
2024-09-15,ORD-00263,PRJ-0001,Oil & Gas Exploration,1 inch,25.0 mm,0.05 tons,14,602,Grease Cartridge,73
2024-09-16,ORD-00194,PRJ-0007,Water Distribution Network,6 inches,34.0 mm,0.03 tons,10,260,Cutting Blade,11
2024-09-16,ORD-00333,PRJ-0006,Industrial Plant Construction,1/2 inch,1.3 mm,0.04 tons,19,190,Drill Bits,49
2024-09-16,ORD-00283,PRJ-0009,Infrastructure Development,10 inches,1.3 mm,0.05 tons,18,648,Welding Rod,47
2024-09-17,ORD-00229,PRJ-0008,Building Construction,10 inches,17.5 mm,0.05 tons,3,30,Electrical Wires,72
2024-09-17,ORD-00277,PRJ-0001,Oil & Gas Exploration,4 inches,12.0 mm,0.02 tons,18,774,Pipe Coating Material,83
2024-09-17,ORD-00360,PRJ-0001,Oil & Gas Exploration,6 inches,17.5 mm,0.03 tons,3,147,Machine Bearings,52
2024-09-17,ORD-00335,PRJ-0001,Oil & Gas Exploration,12 inches,17.5 mm,0.03 tons,17,374,Grease Cartridge,52
2024-09-17,ORD-00047,PRJ-0008,Building Construction,8 inches,7.9 mm,0.05 tons,4,184,Replacement Belts,20
2024-09-17,ORD-00306,PRJ-0010,Energy Plant Retrofit,1/2 inch,12.0 mm,0.01 tons,19,228,Cutting Blade,72
2024-09-18,ORD-00129,PRJ-0003,Power Plant Cooling System,8 inches,17.5 mm,0.02 tons,19,247,Lubricant Spray,70
2024-09-18,ORD-00014,PRJ-0003,Power Plant Cooling System,10 inches,7.9 mm,0.02 tons,5,240,Lubricant Spray,21
2024-09-18,ORD-00023,PRJ-0001,Oil & Gas Exploration,12 inches,1.3 mm,0.01 tons,17,340,Measuring Tape,57
2024-09-18,ORD-00053,PRJ-0010,Energy Plant Retrofit,2 inches,34.0 mm,0.05 tons,13,299,Clamps,22
2024-09-18,ORD-00097,PRJ-0010,Energy Plant Retrofit,10 inches,7.9 mm,0.04 tons,5,135,Safety Gloves,75
2024-09-18,ORD-00230,PRJ-0004,Marine Pipeline Project,1/2 inch,7.9 mm,0.03 tons,14,616,Safety Goggles,17
2024-09-20,ORD-00318,PRJ-0005,Irrigation System,24 inches,25.0 mm,0.03 tons,10,110,Grease Cartridge,54
2024-09-20,ORD-00254,PRJ-0004,Marine Pipeline Project,8 inches,12.0 mm,0.02 tons,1,11,Grinding Wheel,43
2024-09-20,ORD-00286,PRJ-0004,Marine Pipeline Project,2 inches,12.0 mm,0.04 tons,4,104,Measuring Tape,88
2024-09-20,ORD-00165,PRJ-0005,Irrigation System,6 inches,12.0 mm,0.05 tons,17,459,Welding Rod,51
2024-09-21,ORD-00107,PRJ-0010,Energy Plant Retrofit,8 inches,1.3 mm,0.04 tons,10,380,Machine Bearings,70
2024-09-22,ORD-00266,PRJ-0006,Industrial Plant Construction,10 inches,7.9 mm,0.05 tons,4,76,Measuring Tape,84
2024-09-22,ORD-00151,PRJ-0003,Power Plant Cooling System,1 inch,1.3 mm,0.04 tons,4,92,Lubricant Spray,92
2024-09-23,ORD-00011,PRJ-0007,Water Distribution Network,8 inches,1.3 mm,0.01 tons,13,130,Clamps,24
2024-09-23,ORD-00029,PRJ-0005,Irrigation System,1 inch,12.0 mm,0.03 tons,10,420,Machine Bearings,72
2024-09-23,ORD-00028,PRJ-0001,Oil & Gas Exploration,2 inches,1.3 mm,0.02 tons,7,217,Replacement Belts,98
2024-09-24,ORD-00177,PRJ-0007,Water Distribution Network,1/2 inch,12.0 mm,0.05 tons,14,308,Drill Bits,11
2024-09-24,ORD-00353,PRJ-0009,Infrastructure Development,24 inches,1.3 mm,0.01 tons,17,425,Drill Bits,75
2024-09-25,ORD-00224,PRJ-0008,Building Construction,1/2 inch,12.0 mm,0.04 tons,6,108,Cutting Blade,51
2024-09-25,ORD-00338,PRJ-0010,Energy Plant Retrofit,24 inches,34.0 mm,0.03 tons,1,21,Welding Rod,15
2024-09-25,ORD-00245,PRJ-0010,Energy Plant Retrofit,8 inches,17.5 mm,0.05 tons,17,170,Electrical Wires,58
2024-09-25,ORD-00134,PRJ-0001,Oil & Gas Exploration,4 inches,1.3 mm,0.01 tons,16,448,Replacement Belts,36
2024-09-26,ORD-00171,PRJ-0007,Water Distribution Network,8 inches,1.3 mm,0.05 tons,9,270,Clamps,87
2024-09-26,ORD-00112,PRJ-0003,Power Plant Cooling System,12 inches,12.0 mm,0.01 tons,11,275,Lubricant Spray,78
2024-09-26,ORD-00179,PRJ-0006,Industrial Plant Construction,1 inch,34.0 mm,0.05 tons,12,564,Pipe Coating Material,76
2024-09-26,ORD-00264,PRJ-0001,Oil & Gas Exploration,10 inches,25.0 mm,0.02 tons,15,510,Lubricant Spray,18
2024-09-27,ORD-00181,PRJ-0006,Industrial Plant Construction,6 inches,7.9 mm,0.05 tons,3,96,Lubricant Spray,38
2024-09-28,ORD-00074,PRJ-0008,Building Construction,2 inches,34.0 mm,0.03 tons,5,110,Drill Bits,52
2024-09-28,ORD-00180,PRJ-0002,Pipeline Installation,10 inches,17.5 mm,0.03 tons,6,66,Hydraulic Oil,65
2024-09-28,ORD-00233,PRJ-0008,Building Construction,24 inches,17.5 mm,0.05 tons,18,720,Grease Cartridge,10
2024-09-28,ORD-00342,PRJ-0002,Pipeline Installation,8 inches,1.3 mm,0.03 tons,18,468,Clamps,80
2024-09-28,ORD-00026,PRJ-0005,Irrigation System,12 inches,1.3 mm,0.05 tons,1,48,Grease Cartridge,29
2024-09-29,ORD-00166,PRJ-0006,Industrial Plant Construction,1/2 inch,12.0 mm,0.05 tons,6,192,Grease Cartridge,94
2024-09-29,ORD-00262,PRJ-0006,Industrial Plant Construction,10 inches,34.0 mm,0.02 tons,8,296,Coolant,85
2024-09-29,ORD-00152,PRJ-0005,Irrigation System,10 inches,17.5 mm,0.02 tons,3,90,Pipe Coating Material,72
2024-09-29,ORD-00333,PRJ-0006,Industrial Plant Construction,8 inches,25.0 mm,0.04 tons,19,190,Drill Bits,49
2024-09-29,ORD-00084,PRJ-0006,Industrial Plant Construction,6 inches,7.9 mm,0.02 tons,11,451,Grinding Wheel,87
2024-09-29,ORD-00147,PRJ-0003,Power Plant Cooling System,24 inches,25.0 mm,0.04 tons,18,558,Replacement Belts,18
2024-09-30,ORD-00279,PRJ-0003,Power Plant Cooling System,4 inches,7.9 mm,0.04 tons,10,190,Cutting Blade,65
2024-09-30,ORD-00144,PRJ-0004,Marine Pipeline Project,8 inches,6.0 mm,0.05 tons,18,702,Electrical Wires,68
2024-10-01,ORD-00004,PRJ-0002,Pipeline Installation,6 inches,25.0 mm,0.01 tons,12,288,Safety Goggles,38
2024-10-01,ORD-00325,PRJ-0004,Marine Pipeline Project,24 inches,7.9 mm,0.02 tons,14,294,Measuring Tape,53
2024-10-01,ORD-00096,PRJ-0002,Pipeline Installation,6 inches,6.0 mm,0.01 tons,10,280,Coolant,36
2024-10-01,ORD-00225,PRJ-0002,Pipeline Installation,10 inches,34.0 mm,0.03 tons,6,78,Electrical Wires,28
2024-10-02,ORD-00205,PRJ-0006,Industrial Plant Construction,8 inches,1.3 mm,0.01 tons,2,32,Safety Goggles,88
2024-10-02,ORD-00321,PRJ-0008,Building Construction,10 inches,1.3 mm,0.03 tons,11,297,Hydraulic Oil,36
2024-10-02,ORD-00057,PRJ-0007,Water Distribution Network,1/2 inch,7.9 mm,0.02 tons,12,456,Clamps,56
2024-10-02,ORD-00342,PRJ-0002,Pipeline Installation,24 inches,7.9 mm,0.03 tons,18,468,Clamps,80
2024-10-02,ORD-00023,PRJ-0001,Oil & Gas Exploration,4 inches,17.5 mm,0.01 tons,17,340,Measuring Tape,57
2024-10-02,ORD-00194,PRJ-0007,Water Distribution Network,6 inches,7.9 mm,0.03 tons,10,260,Cutting Blade,11
2024-10-02,ORD-00300,PRJ-0009,Infrastructure Development,1/2 inch,6.0 mm,0.02 tons,8,248,Safety Goggles,87
2024-10-03,ORD-00227,PRJ-0004,Marine Pipeline Project,4 inches,12.0 mm,0.04 tons,16,192,Pipe Coating Material,30
2024-10-03,ORD-00297,PRJ-0003,Power Plant Cooling System,2 inches,34.0 mm,0.03 tons,19,513,Lubricant Spray,58
2024-10-03,ORD-00124,PRJ-0004,Marine Pipeline Project,1 inch,1.3 mm,0.03 tons,14,686,Coolant,88
2024-10-03,ORD-00282,PRJ-0007,Water Distribution Network,10 inches,34.0 mm,0.05 tons,11,220,Lubricant Spray,19
2024-10-04,ORD-00210,PRJ-0007,Water Distribution Network,6 inches,12.0 mm,0.02 tons,12,288,Machine Bearings,12
2024-10-04,ORD-00344,PRJ-0002,Pipeline Installation,1/2 inch,6.0 mm,0.04 tons,14,490,Coolant,32
2024-10-05,ORD-00034,PRJ-0009,Infrastructure Development,12 inches,25.0 mm,0.01 tons,2,88,Clamps,97
2024-10-05,ORD-00158,PRJ-0002,Pipeline Installation,4 inches,6.0 mm,0.05 tons,12,156,Pipe Coating Material,64
2024-10-05,ORD-00303,PRJ-0010,Energy Plant Retrofit,2 inches,7.9 mm,0.02 tons,3,63,Electrical Wires,94
2024-10-05,ORD-00142,PRJ-0007,Water Distribution Network,8 inches,25.0 mm,0.01 tons,14,630,Grinding Wheel,13
2024-10-05,ORD-00054,PRJ-0003,Power Plant Cooling System,12 inches,6.0 mm,0.03 tons,19,304,Machine Bearings,98
2024-10-06,ORD-00149,PRJ-0001,Oil & Gas Exploration,10 inches,6.0 mm,0.05 tons,13,533,Coolant,43
2024-10-06,ORD-00350,PRJ-0008,Building Construction,12 inches,17.5 mm,0.01 tons,11,484,Grinding Wheel,75
2024-10-06,ORD-00060,PRJ-0004,Marine Pipeline Project,1 inch,34.0 mm,0.05 tons,10,230,Safety Gloves,25
2024-10-06,ORD-00119,PRJ-0010,Energy Plant Retrofit,10 inches,1.3 mm,0.02 tons,8,232,Cutting Blade,67
2024-10-07,ORD-00234,PRJ-0008,Building Construction,1/2 inch,7.9 mm,0.05 tons,5,240,Pipe Coating Material,76
2024-10-07,ORD-00009,PRJ-0006,Industrial Plant Construction,10 inches,17.5 mm,0.04 tons,14,196,Grease Cartridge,71
2024-10-07,ORD-00338,PRJ-0010,Energy Plant Retrofit,24 inches,17.5 mm,0.03 tons,1,21,Welding Rod,15
2024-10-08,ORD-00137,PRJ-0007,Water Distribution Network,4 inches,6.0 mm,0.02 tons,18,720,Cutting Blade,19
2024-10-08,ORD-00089,PRJ-0004,Marine Pipeline Project,2 inches,12.0 mm,0.05 tons,1,37,Safety Gloves,78
2024-10-08,ORD-00241,PRJ-0009,Infrastructure Development,1/2 inch,6.0 mm,0.01 tons,15,360,Replacement Belts,26
2024-10-08,ORD-00317,PRJ-0005,Irrigation System,12 inches,25.0 mm,0.02 tons,4,176,Safety Goggles,97
2024-10-09,ORD-00012,PRJ-0008,Building Construction,10 inches,25.0 mm,0.02 tons,10,270,Clamps,66
2024-10-09,ORD-00289,PRJ-0003,Power Plant Cooling System,2 inches,1.3 mm,0.02 tons,3,147,Hydraulic Oil,84
2024-10-09,ORD-00060,PRJ-0004,Marine Pipeline Project,1 inch,7.9 mm,0.05 tons,10,230,Safety Gloves,25
2024-10-09,ORD-00246,PRJ-0009,Infrastructure Development,1 inch,25.0 mm,0.03 tons,4,176,Electrical Wires,72
2024-10-10,ORD-00054,PRJ-0003,Power Plant Cooling System,1/2 inch,7.9 mm,0.03 tons,19,304,Machine Bearings,98
2024-10-10,ORD-00215,PRJ-0005,Irrigation System,8 inches,6.0 mm,0.01 tons,2,84,Welding Rod,60
2024-10-10,ORD-00195,PRJ-0005,Irrigation System,1 inch,1.3 mm,0.04 tons,17,408,Hydraulic Oil,42
2024-10-11,ORD-00068,PRJ-0005,Irrigation System,1 inch,6.0 mm,0.04 tons,18,630,Safety Gloves,20
2024-10-11,ORD-00337,PRJ-0007,Water Distribution Network,24 inches,17.5 mm,0.01 tons,8,384,Pipe Coating Material,14
2024-10-12,ORD-00160,PRJ-0002,Pipeline Installation,2 inches,12.0 mm,0.02 tons,15,660,Grease Cartridge,22
2024-10-12,ORD-00037,PRJ-0003,Power Plant Cooling System,10 inches,7.9 mm,0.03 tons,15,645,Clamps,66
2024-10-13,ORD-00075,PRJ-0005,Irrigation System,4 inches,6.0 mm,0.03 tons,2,54,Electrical Wires,34
2024-10-13,ORD-00231,PRJ-0003,Power Plant Cooling System,24 inches,17.5 mm,0.02 tons,4,180,Hydraulic Oil,55
2024-10-13,ORD-00141,PRJ-0001,Oil & Gas Exploration,8 inches,17.5 mm,0.02 tons,2,96,Measuring Tape,40
2024-10-13,ORD-00059,PRJ-0004,Marine Pipeline Project,4 inches,7.9 mm,0.02 tons,16,160,Grinding Wheel,49
2024-10-14,ORD-00196,PRJ-0004,Marine Pipeline Project,8 inches,17.5 mm,0.04 tons,17,221,Lubricant Spray,20
2024-10-14,ORD-00026,PRJ-0005,Irrigation System,12 inches,1.3 mm,0.05 tons,1,48,Grease Cartridge,29
2024-10-14,ORD-00348,PRJ-0010,Energy Plant Retrofit,4 inches,6.0 mm,0.04 tons,10,460,Grinding Wheel,54
2024-10-14,ORD-00194,PRJ-0007,Water Distribution Network,2 inches,6.0 mm,0.03 tons,10,260,Cutting Blade,11
2024-10-14,ORD-00098,PRJ-0003,Power Plant Cooling System,4 inches,7.9 mm,0.01 tons,18,270,Coolant,37
2024-10-15,ORD-00264,PRJ-0001,Oil & Gas Exploration,4 inches,12.0 mm,0.02 tons,15,510,Lubricant Spray,18
2024-10-15,ORD-00301,PRJ-0006,Industrial Plant Construction,6 inches,7.9 mm,0.02 tons,7,133,Coolant,80
2024-10-15,ORD-00283,PRJ-0009,Infrastructure Development,2 inches,34.0 mm,0.05 tons,18,648,Welding Rod,47
2024-10-16,ORD-00269,PRJ-0006,Industrial Plant Construction,4 inches,25.0 mm,0.02 tons,1,14,Clamps,88
2024-10-16,ORD-00202,PRJ-0007,Water Distribution Network,4 inches,7.9 mm,0.02 tons,14,588,Grease Cartridge,93
2024-10-16,ORD-00210,PRJ-0007,Water Distribution Network,2 inches,7.9 mm,0.02 tons,12,288,Machine Bearings,12
2024-10-16,ORD-00230,PRJ-0004,Marine Pipeline Project,2 inches,34.0 mm,0.03 tons,14,616,Safety Goggles,17
2024-10-17,ORD-00328,PRJ-0004,Marine Pipeline Project,4 inches,6.0 mm,0.03 tons,12,168,Drill Bits,90
2024-10-17,ORD-00236,PRJ-0003,Power Plant Cooling System,4 inches,17.5 mm,0.02 tons,7,259,Grease Cartridge,20
2024-10-17,ORD-00257,PRJ-0008,Building Construction,1 inch,12.0 mm,0.05 tons,4,56,Measuring Tape,92
2024-10-17,ORD-00058,PRJ-0008,Building Construction,1/2 inch,1.3 mm,0.02 tons,8,392,Safety Gloves,71
2024-10-18,ORD-00247,PRJ-0010,Energy Plant Retrofit,6 inches,1.3 mm,0.04 tons,18,792,Clamps,77
2024-10-18,ORD-00237,PRJ-0007,Water Distribution Network,10 inches,7.9 mm,0.03 tons,2,58,Grinding Wheel,87
2024-10-19,ORD-00068,PRJ-0005,Irrigation System,10 inches,6.0 mm,0.04 tons,18,630,Safety Gloves,20
2024-10-19,ORD-00073,PRJ-0009,Infrastructure Development,4 inches,12.0 mm,0.04 tons,13,377,Lubricant Spray,45
2024-10-19,ORD-00173,PRJ-0009,Infrastructure Development,8 inches,6.0 mm,0.02 tons,19,494,Hydraulic Oil,11
2024-10-19,ORD-00171,PRJ-0007,Water Distribution Network,8 inches,1.3 mm,0.05 tons,9,270,Clamps,87
2024-10-19,ORD-00293,PRJ-0005,Irrigation System,12 inches,6.0 mm,0.02 tons,6,294,Pipe Coating Material,27
2024-10-19,ORD-00060,PRJ-0004,Marine Pipeline Project,2 inches,7.9 mm,0.05 tons,10,230,Safety Gloves,25
2024-10-21,ORD-00039,PRJ-0007,Water Distribution Network,8 inches,6.0 mm,0.03 tons,11,506,Replacement Belts,45
2024-10-22,ORD-00210,PRJ-0007,Water Distribution Network,2 inches,17.5 mm,0.02 tons,12,288,Machine Bearings,12
2024-10-22,ORD-00077,PRJ-0010,Energy Plant Retrofit,1/2 inch,25.0 mm,0.03 tons,12,564,Grease Cartridge,65
2024-10-22,ORD-00069,PRJ-0003,Power Plant Cooling System,4 inches,1.3 mm,0.04 tons,11,429,Safety Goggles,83
2024-10-23,ORD-00320,PRJ-0008,Building Construction,10 inches,25.0 mm,0.04 tons,8,144,Electrical Wires,10
2024-10-23,ORD-00215,PRJ-0005,Irrigation System,12 inches,1.3 mm,0.01 tons,2,84,Welding Rod,60
2024-10-25,ORD-00028,PRJ-0001,Oil & Gas Exploration,6 inches,34.0 mm,0.02 tons,7,217,Replacement Belts,98
2024-10-25,ORD-00254,PRJ-0004,Marine Pipeline Project,8 inches,25.0 mm,0.02 tons,1,11,Grinding Wheel,43
2024-10-26,ORD-00264,PRJ-0001,Oil & Gas Exploration,6 inches,17.5 mm,0.02 tons,15,510,Lubricant Spray,18
2024-10-26,ORD-00157,PRJ-0006,Industrial Plant Construction,24 inches,1.3 mm,0.04 tons,12,588,Welding Rod,12
2024-10-27,ORD-00342,PRJ-0002,Pipeline Installation,10 inches,17.5 mm,0.03 tons,18,468,Clamps,80
2024-10-27,ORD-00061,PRJ-0010,Energy Plant Retrofit,1/2 inch,34.0 mm,0.05 tons,4,140,Cutting Blade,79
2024-10-27,ORD-00061,PRJ-0010,Energy Plant Retrofit,6 inches,7.9 mm,0.05 tons,4,140,Cutting Blade,79
2024-10-27,ORD-00024,PRJ-0008,Building Construction,2 inches,1.3 mm,0.01 tons,6,90,Safety Gloves,32
2024-10-27,ORD-00148,PRJ-0009,Infrastructure Development,1 inch,17.5 mm,0.04 tons,7,245,Measuring Tape,38
2024-10-28,ORD-00358,PRJ-0008,Building Construction,8 inches,7.9 mm,0.04 tons,16,416,Measuring Tape,26
2024-10-28,ORD-00144,PRJ-0004,Marine Pipeline Project,1/2 inch,34.0 mm,0.05 tons,18,702,Electrical Wires,68
2024-10-28,ORD-00283,PRJ-0009,Infrastructure Development,4 inches,7.9 mm,0.05 tons,18,648,Welding Rod,47
2024-10-28,ORD-00315,PRJ-0001,Oil & Gas Exploration,4 inches,17.5 mm,0.04 tons,6,168,Coolant,62
2024-10-29,ORD-00194,PRJ-0007,Water Distribution Network,8 inches,7.9 mm,0.03 tons,10,260,Cutting Blade,11
2024-10-29,ORD-00093,PRJ-0003,Power Plant Cooling System,24 inches,34.0 mm,0.01 tons,4,64,Welding Rod,73
2024-10-29,ORD-00208,PRJ-0004,Marine Pipeline Project,1/2 inch,25.0 mm,0.01 tons,14,252,Electrical Wires,99
2024-10-30,ORD-00145,PRJ-0005,Irrigation System,1/2 inch,1.3 mm,0.02 tons,16,672,Machine Bearings,86
2024-10-30,ORD-00288,PRJ-0004,Marine Pipeline Project,2 inches,17.5 mm,0.05 tons,6,294,Measuring Tape,46
2024-10-30,ORD-00258,PRJ-0010,Energy Plant Retrofit,1 inch,1.3 mm,0.04 tons,8,264,Hydraulic Oil,40
2024-10-31,ORD-00044,PRJ-0010,Energy Plant Retrofit,4 inches,25.0 mm,0.02 tons,14,644,Replacement Belts,44
2024-10-31,ORD-00221,PRJ-0010,Energy Plant Retrofit,2 inches,6.0 mm,0.05 tons,8,304,Grinding Wheel,81
2024-11-02,ORD-00256,PRJ-0009,Infrastructure Development,24 inches,6.0 mm,0.01 tons,11,187,Pipe Coating Material,92
2024-11-02,ORD-00223,PRJ-0007,Water Distribution Network,4 inches,7.9 mm,0.03 tons,15,390,Drill Bits,33
2024-11-03,ORD-00049,PRJ-0004,Marine Pipeline Project,1 inch,7.9 mm,0.03 tons,10,460,Lubricant Spray,80
2024-11-03,ORD-00234,PRJ-0008,Building Construction,10 inches,17.5 mm,0.05 tons,5,240,Pipe Coating Material,76
2024-11-04,ORD-00077,PRJ-0010,Energy Plant Retrofit,4 inches,25.0 mm,0.03 tons,12,564,Grease Cartridge,65
2024-11-04,ORD-00059,PRJ-0004,Marine Pipeline Project,8 inches,1.3 mm,0.02 tons,16,160,Grinding Wheel,49
2024-11-05,ORD-00032,PRJ-0004,Marine Pipeline Project,2 inches,25.0 mm,0.01 tons,13,572,Cutting Blade,18
2024-11-05,ORD-00247,PRJ-0010,Energy Plant Retrofit,6 inches,12.0 mm,0.04 tons,18,792,Clamps,77
2024-11-06,ORD-00285,PRJ-0001,Oil & Gas Exploration,24 inches,17.5 mm,0.01 tons,6,288,Replacement Belts,66
2024-11-06,ORD-00093,PRJ-0003,Power Plant Cooling System,24 inches,6.0 mm,0.01 tons,4,64,Welding Rod,73
2024-11-06,ORD-00159,PRJ-0010,Energy Plant Retrofit,4 inches,6.0 mm,0.01 tons,13,559,Pipe Coating Material,48
2024-11-06,ORD-00305,PRJ-0001,Oil & Gas Exploration,6 inches,34.0 mm,0.01 tons,14,448,Coolant,30
2024-11-06,ORD-00108,PRJ-0009,Infrastructure Development,1/2 inch,34.0 mm,0.02 tons,7,84,Clamps,20
2024-11-07,ORD-00257,PRJ-0008,Building Construction,4 inches,1.3 mm,0.05 tons,4,56,Measuring Tape,92
2024-11-07,ORD-00113,PRJ-0005,Irrigation System,12 inches,25.0 mm,0.05 tons,5,225,Lubricant Spray,95
2024-11-07,ORD-00261,PRJ-0008,Building Construction,8 inches,25.0 mm,0.05 tons,14,378,Clamps,94
2024-11-07,ORD-00051,PRJ-0005,Irrigation System,1/2 inch,6.0 mm,0.01 tons,14,686,Drill Bits,30
2024-11-07,ORD-00054,PRJ-0003,Power Plant Cooling System,1/2 inch,25.0 mm,0.03 tons,19,304,Machine Bearings,98
2024-11-07,ORD-00344,PRJ-0002,Pipeline Installation,1/2 inch,7.9 mm,0.04 tons,14,490,Coolant,32
2024-11-08,ORD-00310,PRJ-0008,Building Construction,24 inches,25.0 mm,0.03 tons,7,329,Grease Cartridge,54
2024-11-08,ORD-00315,PRJ-0001,Oil & Gas Exploration,6 inches,12.0 mm,0.04 tons,6,168,Coolant,62
2024-11-09,ORD-00144,PRJ-0004,Marine Pipeline Project,1/2 inch,1.3 mm,0.05 tons,18,702,Electrical Wires,68
2024-11-09,ORD-00054,PRJ-0003,Power Plant Cooling System,1/2 inch,7.9 mm,0.03 tons,19,304,Machine Bearings,98
2024-11-10,ORD-00183,PRJ-0007,Water Distribution Network,1 inch,12.0 mm,0.04 tons,9,351,Measuring Tape,33
2024-11-10,ORD-00030,PRJ-0009,Infrastructure Development,8 inches,25.0 mm,0.01 tons,2,80,Grinding Wheel,47
2024-11-10,ORD-00321,PRJ-0008,Building Construction,2 inches,7.9 mm,0.03 tons,11,297,Hydraulic Oil,36
2024-11-10,ORD-00293,PRJ-0005,Irrigation System,24 inches,1.3 mm,0.02 tons,6,294,Pipe Coating Material,27
2024-11-11,ORD-00088,PRJ-0006,Industrial Plant Construction,6 inches,25.0 mm,0.05 tons,13,377,Safety Goggles,75
